FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,inferred_ancestry,data_source,assignment_confidence,distance_to_centroid,sample_type,known_ancestry,donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,KNN_prediction,RandomForest_prediction,ml_consensus_prediction,KNN_confidence,RandomForest_confidence,ml_consensus_confidence,projection_status,final_consensus_ancestry,final_consensus_confidence,final_consensus_method
NA18555,NA18555,-0.00309651,0.0612704,-0.0190156,0.0212478,-0.000928368,-0.00187178,-0.00024532,0.000640781,-0.00206297,-0.0316925,0.00598956,-0.00334667,0.00380483,-0.00768171,-0.00330673,0.00658241,-0.0017552,-0.000692571,-0.000973478,0.00131154,EAS,MAGE,0.768509191470606,0.0005480691633074,MAGE,east asian,NA18555,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.768509191470606,Stage1_PCA
NA18557,NA18557,-0.00309029,0.060981,-0.0185497,0.0175015,0.000373155,-0.00142517,-0.00198571,0.000676028,-0.00187551,-0.0295934,0.00626141,-0.00465773,0.0039965,-0.0068322,-0.00282315,0.0054817,-0.00271475,-0.00234393,0.00112383,0.00185001,EAS,MAGE,0.8861726571572293,0.0002694934496521,MAGE,east asian,NA18557,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8861726571572293,Stage1_PCA
NA18558,NA18558,-0.00320212,0.0607158,-0.0183571,0.0184887,-0.000307313,-0.00174711,-0.000485499,0.000761889,-0.000929101,-0.0303,0.00612275,-0.000854875,0.0042825,-0.00624258,-0.00289082,0.00571273,-0.00137356,-0.000713578,-0.000944809,-0.000754679,EAS,MAGE,0.9063046244173968,0.0002218297410059,MAGE,east asian,NA18558,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9063046244173968,Stage1_PCA
NA18561,NA18561,-0.00335944,0.059487,-0.0179834,0.0184286,-0.000266946,-0.000882491,0.000104374,-0.000154897,-0.00159748,-0.0282467,0.0045586,-0.00404544,0.00302515,-0.00652354,-0.0029153,0.00557357,-0.00151205,-0.000347848,-0.000115756,0.00121375,EAS,MAGE,0.4493372561901081,0.0013037289522713,MAGE,east asian,NA18561,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.4493372561901081,Stage1_PCA
NA18574,NA18574,-0.0033103,0.060846,-0.0177433,0.0189209,0.000316117,-0.00193197,-0.000794428,0.000951768,-0.00106549,-0.0292421,0.00737676,-0.00483087,0.00289985,-0.00646954,-0.00215243,0.00497061,-0.00203594,5.2007e-05,-0.000769239,0.000318862,EAS,MAGE,0.85320767443282,0.0003475401358898,MAGE,east asian,NA18574,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.85320767443282,Stage1_PCA
NA18596,NA18596,-0.00313314,0.0611955,-0.0191894,0.0184418,0.000321541,-0.00229927,7.24272e-05,0.000900367,-0.00267513,-0.0305777,0.00761207,-0.00385915,0.00317704,-0.00783455,-0.00259694,0.00667912,-0.00259588,0.000363789,-0.000245172,0.00106243,EAS,MAGE,0.7950162834676018,0.0004853119427301,MAGE,east asian,NA18596,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7950162834676018,Stage1_PCA
NA18608,NA18608,-0.00350323,0.0598307,-0.0173289,0.0188712,-0.00114364,-0.00225356,-0.000261378,1.06723e-06,-0.00188649,-0.0285068,0.00696725,-0.00496068,0.00311413,-0.00629332,-0.00295334,0.00472518,-0.00270026,0.00216855,-0.000389765,0.000897278,EAS,MAGE,0.559087065939335,0.0010438893206914,MAGE,east asian,NA18608,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.559087065939335,Stage1_PCA
NA18609,NA18609,-0.00342088,0.0593405,-0.0174967,0.0183736,4.16048e-05,-0.000517615,-0.000973194,0.0020153,-0.00229157,-0.0281618,0.00739295,-0.0034871,0.00419492,-0.0079545,-0.00221412,0.00679851,-0.00206436,-0.000846842,-0.000561292,0.000328743,EAS,MAGE,0.3825529103040647,0.0014618451245907,MAGE,east asian,NA18609,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.3825529103040647,Stage1_PCA
NA18610,NA18610,-0.0032082,0.0609462,-0.0175656,0.0204442,0.000114361,-0.00223789,-0.00191821,0.000258925,-0.00152086,-0.0295669,0.00860283,-0.0054044,0.00390239,-0.00699273,-0.00301447,0.00417417,-0.00229194,-0.000629114,0.00107558,0.000648833,EAS,MAGE,0.8688975002997074,0.0003103934785779,MAGE,east asian,NA18610,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8688975002997074,Stage1_PCA
NA18621,NA18621,-0.00329626,0.0604812,-0.0187326,0.0176618,0.000198638,-0.00329978,-0.00128138,0.000854318,-0.00222088,-0.0300463,0.00705616,-0.00595056,0.003124,-0.00828963,-0.00262192,0.00609617,-0.00270477,0.000317332,0.00204204,0.00112442,EAS,MAGE,0.8291834698787769,0.0004044189630567,MAGE,east asian,NA18621,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8291834698787769,Stage1_PCA
NA18622,NA18622,-0.00309017,0.0610079,-0.0173396,0.0206843,0.000177402,-0.0023353,-0.000742889,0.000862581,-0.00229441,-0.0310217,0.00635113,-0.00295312,0.00517834,-0.00796536,-0.00262663,0.00571952,-0.00286508,0.00151836,4.76609e-05,-0.00050191,EAS,MAGE,0.8757188246782839,0.0002942435607104,MAGE,east asian,NA18622,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8757188246782839,Stage1_PCA
NA18626,NA18626,-0.00334611,0.0597013,-0.0184117,0.0194928,-0.000123395,-0.0015699,-0.00076123,0.000778148,-0.00304064,-0.0272219,0.00759934,-0.00698474,0.00312275,-0.00735857,-0.00295289,0.00745279,-0.00305629,-0.000121086,-0.000424307,0.000707555,EAS,MAGE,0.5371196317384568,0.0010958986136693,MAGE,east asian,NA18626,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5371196317384568,Stage1_PCA
NA18636,NA18636,-0.00271939,0.0619495,-0.0191065,0.0235766,0.000136397,-0.00233141,-0.000528937,0.000322061,-0.000152022,-0.0341392,0.00434511,-0.00423823,0.00544332,-0.00767046,-0.00376274,0.00534393,-0.00221786,0.000171294,-0.00110364,-0.00177141,EAS,MAGE,0.4750952862392772,0.0012427451833382,MAGE,east asian,NA18636,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.4750952862392772,Stage1_PCA
NA18639,NA18639,-0.00291401,0.0615877,-0.0168949,0.0217725,-0.000605292,-0.00216823,-0.000534397,-0.000814903,-0.00150397,-0.0326025,0.00501648,-0.00169687,0.00411359,-0.00645506,-0.00339018,0.00530068,-0.00185659,0.000368051,-0.00108432,0.000533487,EAS,MAGE,0.6385687842867545,0.000855711314188,MAGE,east asian,NA18639,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6385687842867545,Stage1_PCA
NA18645,NA18645,-0.00288355,0.0618089,-0.0190856,0.0206822,-0.000119113,-0.00210755,-0.00168418,-0.000450675,-0.00131222,-0.0309865,0.00656794,-0.0031773,0.0035543,-0.00746149,-0.00339578,0.00466773,-0.00409067,0.00142679,-0.000558093,-0.000508885,EAS,MAGE,0.5443851414396137,0.0010786970588939,MAGE,east asian,NA18645,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5443851414396137,Stage1_PCA
NA18646,NA18646,-0.00303737,0.0606274,-0.0176231,0.01835,-0.000127867,-0.00245136,-0.00156848,0.000406011,-0.00159863,-0.0271694,0.00720718,-0.00388827,0.00412122,-0.00749483,-0.00368957,0.00638026,-0.00254108,0.00051452,0.000133163,0.00146602,EAS,MAGE,0.9488525311331284,0.0001210948747608,MAGE,east asian,NA18646,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9488525311331284,Stage1_PCA
NA18745,NA18745,-0.00323014,0.0609744,-0.0191804,0.0189367,0.000357287,-0.000749204,-0.000300471,-4.04703e-05,-0.00254629,-0.0294872,0.00550604,-0.00241539,0.00375578,-0.00674051,-0.00272439,0.00544419,-0.00324532,-0.00108377,-0.000334242,0.00127925,EAS,MAGE,0.8539783030036767,0.0003457156238985,MAGE,east asian,NA18745,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8539783030036767,Stage1_PCA
NA18749,NA18749,-0.00305214,0.0603394,-0.0186194,0.0177621,0.000448821,-0.00158774,-0.00177693,-0.00133492,-0.00104423,-0.0280106,0.00549025,-0.00462358,0.00366663,-0.00634263,-0.00137077,0.00540901,-0.0018912,0.000922542,0.000371709,0.00147689,EAS,MAGE,0.8303920468982656,0.0004015575803518,MAGE,east asian,NA18749,MAGE,,,CHB,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8303920468982656,Stage1_PCA
NA18853,NA18853,0.0560587,-0.00798114,-0.00466617,0.00122483,2.51723e-05,0.00151908,-0.000189423,0.000153047,0.000201331,0.00310072,-0.00215298,0.00413966,0.0178032,0.0385136,0.0027585,0.0557642,-0.0478037,-0.0129378,0.00171781,0.0636365,AFR,MAGE,0.766310676637026,0.0048778930451743,MAGE,black or african american,NA18853,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.766310676637026,Stage1_PCA
NA18856,NA18856,0.056022,-0.0086956,-0.00540808,0.00239992,0.000926616,0.000184877,0.000446477,-0.00162152,0.000406415,0.00224574,-0.00014159,0.00103016,0.00451247,0.0407657,-0.00144508,0.0438851,-0.024107,0.0039152,0.0279931,0.034265,AFR,MAGE,0.761920758009573,0.0049695256162887,MAGE,black or african american,NA18856,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.761920758009573,Stage1_PCA
NA18861,NA18861,0.0560555,-0.00828865,-0.00437037,0.0025874,6.46419e-05,-0.00046736,-1.56552e-05,5.19155e-05,0.00153292,0.00361028,0.000849401,0.0054114,0.0154834,0.0489015,-0.00740201,0.0619875,-0.0172481,-0.0241408,0.023898,0.0649872,AFR,MAGE,0.7644284018654862,0.0049171825381005,MAGE,black or african american,NA18861,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7644284018654862,Stage1_PCA
NA18864,NA18864,0.0559216,-0.00822168,-0.00496899,0.00216434,-0.000168442,-0.000103982,-3.58062e-05,-0.000751717,0.000210506,0.00365957,-0.000619799,0.00340793,0.0180083,0.0330137,0.0140482,0.0496347,-0.0254764,-0.0144937,-0.00997235,0.0420549,AFR,MAGE,0.7712833006930504,0.004774097424775,MAGE,black or african american,NA18864,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7712833006930504,Stage1_PCA
NA18865,NA18865,0.0559026,-0.00833893,-0.00456132,0.00320038,-0.000131065,-0.000543654,0.00094926,-2.45685e-05,0.000209436,0.00377874,0.000823993,-8.46548e-05,0.0115721,0.0257967,-4.10165e-05,0.0374411,-0.0261517,0.0196232,-0.00598116,0.0569553,AFR,MAGE,0.7712133527690592,0.0047755574764669,MAGE,black or african american,NA18865,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7712133527690592,Stage1_PCA
NA18874,NA18874,0.0563305,-0.00827647,-0.00295084,0.00209577,-6.85038e-05,0.000380357,-9.96179e-06,-6.53926e-05,0.000412849,0.00245238,0.00156934,0.00348334,0.0158651,0.0446175,-0.00450609,0.0242613,-0.0267681,-0.0399736,0.0160625,0.0375265,AFR,MAGE,0.7515254900503548,0.0051865103058384,MAGE,black or african american,NA18874,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7515254900503548,Stage1_PCA
NA18876,NA18876,0.0555732,-0.008106,-0.00302308,0.00263145,-0.000166497,-0.000921572,-0.000194703,1.92952e-05,-0.000101543,0.00319123,6.11107e-05,-0.00195844,0.0232631,0.0426358,0.00188535,0.0402175,-0.0395547,0.00422961,0.0035764,0.0376493,AFR,MAGE,0.7886269671151743,0.0044120759656821,MAGE,black or african american,NA18876,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7886269671151743,Stage1_PCA
NA18877,NA18877,0.0563098,-0.00856057,-0.00441049,0.000987705,-0.00130367,-0.000864719,-0.000249367,0.000531037,-0.0003126,0.00267844,-0.000617538,0.000275005,0.0099328,0.0436679,0.00292571,0.0480425,-0.066008,-0.0143921,0.00702342,0.0248859,AFR,MAGE,0.7499887635097122,0.005218587028887,MAGE,black or african american,NA18877,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7499887635097122,Stage1_PCA
NA18878,NA18878,0.0557318,-0.00874421,-0.00408573,0.00136096,-0.000185817,-0.000295676,-7.39747e-05,-0.000343272,-0.000178606,0.00180109,1.17481e-05,0.00402587,0.0104954,0.0399592,0.00719768,0.0546339,-0.0393416,0.00698139,-0.00943761,0.00363838,AFR,MAGE,0.774733932002825,0.004702070982894,MAGE,black or african american,NA18878,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.774733932002825,Stage1_PCA
NA18879,NA18879,0.0561268,-0.00875167,-0.00573076,0.00244801,0.00040569,0.00024765,0.000343338,0.000726919,1.15366e-06,0.00191915,-0.000516565,0.0031347,0.0147603,0.0462589,-0.0164393,0.0474834,-0.0368976,-0.040408,-0.011925,0.011865,AFR,MAGE,0.7563856827653611,0.0050850615109103,MAGE,black or african american,NA18879,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7563856827653611,Stage1_PCA
NA18881,NA18881,0.0559161,-0.00829833,-0.00444282,0.00209578,0.00194739,0.000301341,0.000528353,-0.000432375,-2.80688e-06,0.00300268,-0.000738253,0.00123606,0.00416213,0.0373325,-0.00699939,0.0501634,-0.0271164,0.00166479,0.000405112,0.00427491,AFR,MAGE,0.7709271869688291,0.0047815307325259,MAGE,black or african american,NA18881,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7709271869688291,Stage1_PCA
NA18915,NA18915,0.0564829,-0.00802496,-0.00536891,0.00167675,0.0019177,0.00111022,0.00038887,0.000208811,-0.000423237,0.00236802,0.000355859,0.00167499,0.0251315,0.0442112,0.00267367,0.0379595,-0.035255,-0.00476004,0.0265229,0.0818458,AFR,MAGE,0.7458802077124029,0.0053043465983059,MAGE,black or african american,NA18915,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7458802077124029,Stage1_PCA
NA18924,NA18924,0.0559248,-0.00834955,-0.00471998,0.000472134,5.92155e-05,-0.000462402,0.000350777,-4.01081e-06,0.000648142,0.00176251,-0.00268771,0.00699576,0.0181598,0.0464071,-0.0134865,0.0465798,-0.0293071,0.00344112,0.0133699,0.0600704,AFR,MAGE,0.7700740419357562,0.0047993387785396,MAGE,black or african american,NA18924,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7700740419357562,Stage1_PCA
NA18934,NA18934,0.0562348,-0.00895368,-0.00480248,0.00226652,-0.000867494,-0.000202529,-0.0008961,-0.00182832,2.29754e-05,0.00102246,0.000303253,0.00328266,0.0182013,0.0495778,-0.000103688,0.0440922,-0.0258137,-0.0183771,0.000149744,0.0306436,AFR,MAGE,0.7487920881018522,0.0052435657252405,MAGE,black or african american,NA18934,MAGE,,,YRI,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.7487920881018522,Stage1_PCA
NA18942,NA18942,-0.00285321,0.0601839,-0.018256,0.0171113,-0.00069417,-0.00184037,-0.000429088,-0.000254345,-0.00214198,-0.0254277,0.00666024,-0.000389396,0.00546382,-0.00798054,-0.00209155,0.00661572,-0.00343687,0.00118197,0.000911482,0.00073789,EAS,MAGE,0.761199948007296,0.0005653742605369,MAGE,east asian,NA18942,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.761199948007296,Stage1_PCA
NA18948,NA18948,-0.00301077,0.0597653,-0.0168119,0.0170228,0.000418954,-0.00233869,0.000575784,-0.000290036,-0.00368505,-0.0227692,0.00766904,-0.00481787,0.00444333,-0.00693088,-0.00397656,0.00646122,-0.00330094,-0.000295304,-1.51768e-06,-0.000154204,EAS,MAGE,0.5903905812544932,0.0009697762638649,MAGE,east asian,NA18948,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5903905812544932,Stage1_PCA
NA18951,NA18951,-0.00298233,0.0604268,-0.018083,0.0155694,0.000488073,-0.00111303,-0.000467408,0.000179461,-0.00157939,-0.0258234,0.00657228,-0.00162358,0.00442776,-0.0075253,-0.00260651,0.00677265,-0.00188293,0.000733201,-0.000526163,-0.000995564,EAS,MAGE,0.8699825804683412,0.0003078244824958,MAGE,east asian,NA18951,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8699825804683412,Stage1_PCA
NA18953,NA18953,-0.00315447,0.0598901,-0.0175584,0.016609,0.000425798,-0.00185808,-0.000775949,-0.00118815,-0.00131344,-0.0241297,0.0073596,-0.00299083,0.00352113,-0.00656277,-0.00301298,0.00556802,-0.0019133,-0.000848858,0.00100747,0.00227841,EAS,MAGE,0.6358552905731651,0.0008621356825623,MAGE,east asian,NA18953,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6358552905731651,Stage1_PCA
NA18954,NA18954,-0.00306075,0.0606828,-0.0180152,0.0181923,0.000214109,-0.000247428,-0.000748642,0.000507727,-0.00162715,-0.0260288,0.00592827,-0.00259632,0.00503176,-0.00532341,-0.00196273,0.0049786,-0.00138406,-0.00103211,-0.000600581,0.00125361,EAS,MAGE,0.9598605781997064,9.503262553484232e-05,MAGE,east asian,NA18954,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9598605781997064,Stage1_PCA
NA18956,NA18956,-0.00287098,0.0603312,-0.0189353,0.0168745,0.000924254,-0.000705671,-2.02622e-05,0.000833826,-0.00202869,-0.0248244,0.00639634,-0.00170622,0.00395397,-0.00738142,-0.00282823,0.00688158,-0.00205468,-0.000346584,0.000985684,0.000557334,EAS,MAGE,0.8233716316901409,0.0004181788583785,MAGE,east asian,NA18956,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.8233716316901409,Stage1_PCA
NA18962,NA18962,-0.00294986,0.0596571,-0.0177776,0.0167261,0.000103284,-0.00194192,-0.000994402,0.00157184,-0.0013302,-0.0233056,0.00638298,-0.00161053,0.00493826,-0.00743484,-0.00304112,0.00624336,-0.00216076,0.000297136,0.00124462,0.00134328,EAS,MAGE,0.5446903454154691,0.0010779744691343,MAGE,east asian,NA18962,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5446903454154691,Stage1_PCA
NA18963,NA18963,-0.00299138,0.0608304,-0.0188242,0.0176736,0.000448175,-0.0016888,7.13881e-05,0.000255758,-0.0018045,-0.0273278,0.00672076,-0.00242183,0.00404364,-0.00579284,-0.00264104,0.00449168,-0.00228,-0.00014943,4.57551e-05,0.00100859,EAS,MAGE,0.9593129527901948,9.632916340562676e-05,MAGE,east asian,NA18963,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9593129527901948,Stage1_PCA
NA18969,NA18969,-0.00312692,0.0601801,-0.0188013,0.0158144,-0.000756809,-0.00119535,-0.000629924,-0.000451318,-0.00255832,-0.0229107,0.00602591,-0.00393224,0.0026579,-0.00560131,-0.00287687,0.00514584,-0.00221962,0.000463844,0.000688989,0.000160752,EAS,MAGE,0.7578198722295091,0.0005733768042026,MAGE,east asian,NA18969,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7578198722295091,Stage1_PCA
NA18970,NA18970,-0.0030375,0.060129,-0.019358,0.0159985,-0.000932086,-0.000738632,-0.000828053,-0.000561652,-0.00329594,-0.0261368,0.00728024,-0.000728219,0.00337075,-0.00772678,-0.00282905,0.00633368,-0.00134862,0.00013675,0.000293327,0.00120325,EAS,MAGE,0.7430930807447076,0.0006082434165685,MAGE,east asian,NA18970,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7430930807447076,Stage1_PCA
NA18971,NA18971,-0.00294132,0.0605542,-0.0183719,0.0171448,0.000238979,-0.00148581,-0.000620435,-0.000367595,-0.0018694,-0.024939,0.00596666,-0.00163175,0.0043635,-0.00733303,-0.00376874,0.00470482,-0.00265206,-0.000225511,-0.000143882,0.000748296,EAS,MAGE,0.9219648144603556,0.0001847532483857,MAGE,east asian,NA18971,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9219648144603556,Stage1_PCA
NA18972,NA18972,-0.00299837,0.0602299,-0.0182732,0.0161239,0.000530303,-0.00199142,0.000160143,0.000481766,-0.00150693,-0.0237537,0.00800945,-0.00208574,0.00414031,-0.00665934,-0.00288407,0.00456655,-0.00159693,-0.000111146,-0.000604282,-0.000438741,EAS,MAGE,0.7866930621809809,0.000505017696732,MAGE,east asian,NA18972,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7866930621809809,Stage1_PCA
NA18977,NA18977,-0.00300396,0.0600076,-0.0180314,0.0164497,0.00046921,-0.00154674,0.000205206,0.000663367,-0.00200333,-0.0239029,0.00665728,-0.000629219,0.00327814,-0.00666453,-0.00128594,0.0044318,-0.00271653,-0.00120089,-0.000154623,0.000485639,EAS,MAGE,0.6927720688461152,0.0007273816020682,MAGE,east asian,NA18977,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.6927720688461152,Stage1_PCA
NA18982,NA18982,-0.0029827,0.0595743,-0.0172164,0.0166251,-0.000279935,-0.00211434,-0.00152382,0.000465362,-0.00230213,-0.0230661,0.00600423,-0.00316785,0.00421444,-0.00628839,-0.00343961,0.00478741,-0.00111926,0.00119709,-0.000221843,0.000303209,EAS,MAGE,0.5099083270242963,0.0011603231024943,MAGE,east asian,NA18982,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.5099083270242963,Stage1_PCA
NA18987,NA18987,-0.00318377,0.0601463,-0.0181282,0.0159993,0.000278484,-0.00203172,0.000426832,0.000501573,-0.00153645,-0.0258203,0.0074467,-0.00420652,0.00369727,-0.00697017,-0.00323039,0.00612814,-0.00166003,-0.000852357,-0.000532865,0.00227863,EAS,MAGE,0.7371747422526918,0.0006222554581096,MAGE,east asian,NA18987,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7371747422526918,Stage1_PCA
NA18995,NA18995,-0.00319749,0.0601739,-0.0180644,0.0170146,0.000973377,-0.00131462,0.000125679,-0.000747964,-0.00267917,-0.0240524,0.00780905,-0.00240459,0.00357151,-0.0070018,-0.00252966,0.00479554,-0.00253488,-0.000109326,-0.000205819,0.0012313,EAS,MAGE,0.7461395141795647,0.0006010307922993,MAGE,east asian,NA18995,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7461395141795647,Stage1_PCA
NA18997,NA18997,-0.00311388,0.0601252,-0.0188927,0.0166005,-9.56967e-05,-0.00164659,-0.000297685,-0.000548889,-0.00350983,-0.024231,0.00743078,-0.00376607,0.00306817,-0.00640406,-0.00259184,0.00667339,-0.00284497,-0.00102967,0.000807096,5.18043e-05,EAS,MAGE,0.7365555987953367,0.0006237213194922,MAGE,east asian,NA18997,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7365555987953367,Stage1_PCA
NA19009,NA19009,-0.00308947,0.060257,-0.0190214,0.015751,0.000315085,-0.00163102,-0.000261142,-0.000205848,-0.00177647,-0.0256194,0.00642894,-0.0035848,0.00348599,-0.00745576,-0.0024874,0.00706919,-0.00368496,-0.00119684,-0.000348763,0.000557603,EAS,MAGE,0.7931357743185667,0.0004897641673452,MAGE,east asian,NA19009,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7931357743185667,Stage1_PCA
NA19010,NA19010,-0.00302974,0.0601111,-0.0183462,0.0169483,0.000466499,-0.00174434,6.75868e-05,0.00103518,-0.00341136,-0.0246604,0.00780662,-0.00179682,0.00431955,-0.00660997,-0.00275007,0.00574708,-0.00275653,-0.000207518,0.00156033,-0.00017709,EAS,MAGE,0.7358393703493057,0.0006254170357396,MAGE,east asian,NA19010,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.7358393703493057,Stage1_PCA
NA19025,NA19025,0.0511238,-0.00560817,-0.00270918,0.00246991,-7.41851e-05,0.000598761,0.00110803,-0.00194576,0.000283585,0.00718558,-0.00433888,-0.00952348,0.129571,-0.0289718,0.0410044,-0.0954099,0.0510163,-0.00954995,-0.00346212,0.00816847,AFR,MAGE,0.9112513938607826,0.0018524860375542,MAGE,black or african american,NA19025,MAGE,,,LWK,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.9112513938607826,Stage1_PCA
NA19026,NA19026,0.0508546,-0.00615527,-0.00406333,0.00255441,0.000522082,0.00127959,0.000809799,0.000804355,0.000195587,0.00823342,-0.00482055,-0.00706847,0.136209,-0.0340176,0.0612096,-0.113858,0.0520924,0.0142365,-0.0123713,-0.00404303,AFR,MAGE,0.935290027224547,0.0013507177889531,MAGE,black or african american,NA19026,MAGE,,,LWK,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.935290027224547,Stage1_PCA
NA19028,NA19028,0.0495028,-0.0054127,-0.00362048,0.00290839,0.00131422,0.00118992,0.00175721,-0.000344238,0.00225831,0.00862582,-0.00604595,-0.00811985,0.132728,-0.0424599,0.0526149,-0.112402,0.0493888,-0.00412667,0.0118811,-0.0303394,AFR,MAGE,0.8723745381873401,0.0026639785832071,MAGE,black or african american,NA19028,MAGE,,,LWK,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.8723745381873401,Stage1_PCA
NA19038,NA19038,0.0512024,-0.00601931,-0.00396567,0.00380752,-0.00037695,-0.000132361,0.000380831,0.000734866,0.00040674,0.00805337,-0.00271606,-0.00804103,0.117112,-0.0326003,0.0368827,-0.0948566,0.0468493,-0.0145869,0.0105792,-0.0186174,AFR,MAGE,0.9310411446058596,0.0014394064576403,MAGE,black or african american,NA19038,MAGE,,,LWK,AFR,EAS,,,unknown,,,,,,,Reference,AFR,0.9310411446058596,Stage1_PCA
NA19054,NA19054,-0.0029754,0.0605861,-0.0184887,0.0169256,-0.000371705,-0.000904605,-0.00050817,0.00132059,-0.00228784,-0.0245682,0.00699315,-0.00170209,0.00339782,-0.00725416,-0.00250063,0.00621686,-0.00298341,-0.000925861,0.000843209,0.000554316,EAS,MAGE,0.9372219772659044,0.0001486309482979,MAGE,east asian,NA19054,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.9372219772659044,Stage1_PCA
NA19055,NA19055,-0.00288457,0.0604443,-0.0187038,0.0171943,0.000310734,-0.000764637,0.000101404,0.00025395,-0.00215507,-0.0234992,0.00524415,-0.0029444,0.00389086,-0.00773195,-0.00268992,0.00584359,-0.00241781,-0.00027367,5.09629e-05,0.000946032,EAS,MAGE,0.870775968943076,0.0003059460849893,MAGE,east asian,NA19055,MAGE,,,JPT,EAS,Unknown,,,unknown,,,,,,,Reference,EAS,0.870775968943076,Stage1_PCA
