donor_id,dataset,sample_type,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,PC1,PC2,PC3,ethnicity_ancestry_concordance
141_S_4160,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6023905751525402,-0.00670309,-0.01218,0.00631394,discordant
141_S_4232,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5854659946962669,-0.00906182,-0.0123649,0.00495498,discordant
141_S_4426,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5896276788015599,-0.00902019,-0.012114,0.00575851,discordant
141_S_4456,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921657887812802,-0.00910447,-0.0128423,0.00659232,discordant
153_S_2109,ADNI,ADNI,white,HANCESTRO:0005,,,SAS,AMR,1.0,-0.00471709,-0.00405363,0.00508398,discordant
153_S_2148,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.591837702773105,-0.00859851,-0.0122992,0.0065897,discordant
153_S_4297,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082223771046642,-0.00885289,-0.0122826,0.00552508,discordant
153_S_4372,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0052663,-0.00703584,0.0079114,concordant
153_S_4621,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5994597739021742,-0.00807848,-0.0117885,0.00760332,discordant
941_S_1202,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5899740779014322,-0.00864636,-0.0133278,0.00429146,discordant
941_S_2060,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921688467826193,-0.00881203,-0.0121957,0.00581462,discordant
941_S_4036,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5902163699811991,-0.0091602,-0.0130591,0.0029912,discordant
941_S_4187,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00686626,-0.00946196,0.00796704,concordant
941_S_4255,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00577981,-0.00812426,0.0109127,concordant
941_S_4292,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082244908889523,-0.00894745,-0.0120478,0.00589077,discordant
941_S_4365,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5903723925678722,-0.00875389,-0.0134761,0.00538828,discordant
941_S_4376,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6057471324963276,-0.00902364,-0.0125511,0.003581,discordant
941_S_4377,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6021886861177692,-0.00832149,-0.0116691,0.00554004,discordant
941_S_4420,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5885811214640869,-0.00908116,-0.0127173,0.00693701,discordant
GTEX-1117F,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0434906,-0.00889078,0.00494616,concordant
GTEX-111CU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.009909,-0.00733763,0.00377542,concordant
GTEX-111FC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00963993,-0.00869338,0.00417557,concordant
GTEX-111VG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118362,-0.00820413,0.00550589,concordant
GTEX-111YS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121023,-0.00826175,0.00600788,concordant
GTEX-1122O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122255,-0.0091884,0.00596523,concordant
GTEX-1128S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120087,-0.00885826,0.00673154,concordant
GTEX-113IC,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0352804,-0.00737908,0.00424238,concordant
GTEX-113JC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.5960930911611565,-0.00999105,-0.00530665,0.0051693,discordant
GTEX-117XS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118612,-0.00777031,0.00560275,concordant
GTEX-117YW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0103183,-0.00646196,0.00616322,concordant
GTEX-117YX,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,-0.0011543,0.0705051,-0.00918484,concordant
GTEX-1192W,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119485,-0.00629597,0.00647833,concordant
GTEX-1192X,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119833,-0.00800115,0.00533888,concordant
GTEX-11DXW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011666,-0.00789395,0.00648918,concordant
GTEX-11DXX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116214,-0.00828589,0.00701256,concordant
GTEX-11DXY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0101382,-0.00581695,0.00786422,concordant
GTEX-11DXZ,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0449993,-0.00812817,0.00456683,concordant
GTEX-11DYG,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.046542,-0.00853224,0.00425102,concordant
GTEX-11DZ1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120531,-0.00719702,0.00822476,concordant
GTEX-11EI6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119697,-0.0076348,0.00635279,concordant
GTEX-11EM3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118781,-0.00800824,0.00877314,concordant
GTEX-11EMC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117074,-0.00683122,0.0039595,concordant
GTEX-11EQ8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117792,-0.00586523,0.00598434,concordant
GTEX-11EQ9,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117121,-0.00759729,0.00811216,concordant
GTEX-11GS4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00961586,-0.00561938,0.00883436,concordant
GTEX-11GSO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011741,-0.00779956,0.00610616,concordant
GTEX-11GSP,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011947,-0.00785224,0.0058279,concordant
GTEX-11H98,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120066,-0.00774685,0.0054272,concordant
GTEX-11I78,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115454,-0.00740448,0.00851776,concordant
GTEX-11LCK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120351,-0.00870009,0.00470492,concordant
GTEX-11NSD,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118825,-0.00666796,0.00754415,concordant
GTEX-11NUK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119413,-0.00731974,0.00468208,concordant
GTEX-11NV4,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0479883,-0.00884802,0.00405627,concordant
GTEX-11O72,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0103563,-0.00703489,0.00711678,concordant
GTEX-11OC5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121119,-0.0073883,0.00606145,concordant
GTEX-11OF3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119917,-0.00812614,0.00302534,concordant
GTEX-11ONC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120644,-0.00853216,0.00511842,concordant
GTEX-11P7K,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0497558,-0.00917526,0.00534464,concordant
GTEX-11P81,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119805,-0.00818783,0.00852735,concordant
GTEX-11P82,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119241,-0.00781143,0.00419968,concordant
GTEX-11PRG,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0559298,-0.00868306,0.00494308,concordant
GTEX-11TT1,GTEx,GTEx,white,HANCESTRO:0005,,,EAS,Uncertain,0.636252444377309,0.00735106,-0.0083553,0.00559886,discordant
GTEX-11TTK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121817,-0.00703473,0.00470938,concordant
GTEX-11TUW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117928,-0.00776085,0.00624583,concordant
GTEX-11UD1,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0551462,-0.00956267,0.00543351,concordant
GTEX-11UD2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116261,-0.00882134,0.00444846,concordant
GTEX-11VI4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119182,-0.00832575,0.00459033,concordant
GTEX-11WQC,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0481734,-0.00930223,0.00396306,concordant
GTEX-11WQK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116397,-0.00789287,0.00592588,concordant
GTEX-11XUK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122387,-0.00869612,0.00524755,concordant
GTEX-11ZTS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121833,-0.00809597,0.00431007,concordant
GTEX-11ZTT,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119247,-0.00776212,0.00455606,concordant
GTEX-11ZU8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120005,-0.00669548,0.0037556,concordant
GTEX-11ZUS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0112788,-0.00760924,0.00658947,concordant
GTEX-11ZVC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117283,-0.00657124,0.00626266,concordant
GTEX-1211K,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122852,-0.00783195,0.00481781,concordant
GTEX-12126,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0475754,-0.00987604,0.00284465,concordant
GTEX-1212Z,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117182,-0.00761398,0.00544056,concordant
GTEX-12584,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113981,-0.00721584,0.00588638,concordant
GTEX-12696,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120499,-0.00793257,0.00578583,concordant
GTEX-1269C,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120918,-0.00818052,0.00543717,concordant
GTEX-12BJ1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113574,-0.00788541,0.00655148,concordant
GTEX-12C56,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119332,-0.00724091,0.00636922,concordant
GTEX-12KS4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00992231,-0.00601583,0.00844943,concordant
GTEX-12WSA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118408,-0.00638931,0.00775912,concordant
GTEX-12WSC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.01169,-0.00667267,0.00491989,concordant
GTEX-12WSD,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0534327,-0.00950605,0.00523357,concordant
GTEX-12WSE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120765,-0.00778014,0.00541041,concordant
GTEX-12WSF,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122576,-0.00822486,0.00389156,concordant
GTEX-12WSG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115166,-0.00643886,0.00469415,concordant
GTEX-12WSH,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118717,-0.00776769,0.00465258,concordant
GTEX-12WSI,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120169,-0.00748606,0.00636303,concordant
GTEX-12WSJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120064,-0.0078089,0.00497907,concordant
GTEX-12WSK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120811,-0.00766444,0.00511743,concordant
GTEX-12WSL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119397,-0.00844188,0.00453396,concordant
GTEX-12WSM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011965,-0.00750623,0.00583739,concordant
GTEX-12WSN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120218,-0.00821567,0.00529336,concordant
GTEX-12ZZW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116805,-0.00705902,0.00718792,concordant
GTEX-12ZZX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,AMR,0.8022717971471484,-0.00802888,0.00797659,-0.00168504,discordant
GTEX-12ZZY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011806,-0.00720981,0.0063884,concordant
GTEX-12ZZZ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121031,-0.00861405,0.00670389,concordant
GTEX-13111,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00921365,0.00125721,0.00811288,concordant
GTEX-13112,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121217,-0.00775767,0.00513563,concordant
GTEX-13113,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0333598,-0.00861661,0.00552945,concordant
GTEX-1313W,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.01244,-0.00841727,0.00530959,concordant
GTEX-1314G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120419,-0.00788166,0.00437884,concordant
GTEX-131XE,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.046393,-0.00931356,0.00556296,concordant
GTEX-131XF,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,0.00677628,-0.00470685,0.00488668,concordant
GTEX-131XG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116659,-0.00757903,0.0061969,concordant
GTEX-131XH,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0598152,-0.0108865,0.003783,concordant
GTEX-131XW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123079,-0.00775193,0.00560297,concordant
GTEX-131YS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115112,-0.00837096,0.00292159,concordant
GTEX-132AR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121402,-0.00780142,0.00573892,concordant
GTEX-132NY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120756,-0.00754906,0.00447386,concordant
GTEX-132Q8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116013,-0.00599403,0.00635863,concordant
GTEX-132QS,GTEx,GTEx,american indian or alaska native,HANCESTRO:0004,,,Unknown,SAS,1.0,-0.00495162,0.0256109,0.0153475,discordant
GTEX-1339X,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012321,-0.00772283,0.00506575,concordant
GTEX-133LE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116975,-0.00558687,0.00508471,concordant
GTEX-1399Q,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120175,-0.00746435,0.00496877,concordant
GTEX-1399R,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012519,-0.00814767,0.00572976,concordant
GTEX-1399S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117729,-0.00659302,0.00572029,concordant
GTEX-1399T,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120987,-0.00786641,0.00653956,concordant
GTEX-1399U,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0111634,-0.00791987,0.00567413,concordant
GTEX-139D8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120973,-0.00728762,0.00507415,concordant
GTEX-139T4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122078,-0.00771734,0.00620776,concordant
GTEX-139T6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011267,-0.00786512,0.00625012,concordant
GTEX-139T8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121434,-0.00787065,0.00599015,concordant
GTEX-139TS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012114,-0.00827509,0.00400495,concordant
GTEX-139TT,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121842,-0.00936393,0.00223216,concordant
GTEX-139TU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00936438,-0.00533827,0.00859316,concordant
GTEX-139UW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119714,-0.00771936,0.00447857,concordant
GTEX-139YR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122223,-0.00767235,0.00578071,concordant
GTEX-13CF2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116623,-0.00614913,0.00526296,concordant
GTEX-13CF3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120727,-0.00749879,0.00667481,concordant
GTEX-13CIG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122879,-0.00829552,0.00394557,concordant
GTEX-13CZU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120903,-0.00783451,0.00266944,concordant
GTEX-13CZV,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119584,-0.00800453,0.00446092,concordant
GTEX-13D11,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116163,-0.00835695,0.00560794,concordant
GTEX-13FH7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119477,-0.00784563,0.00534878,concordant
GTEX-13FHO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011808,-0.00779594,0.00660598,concordant
GTEX-13FHP,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0464823,-0.00860387,0.00384554,concordant
GTEX-13FLV,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120089,-0.00785045,0.00606304,concordant
GTEX-13FLW,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0444196,-0.00867909,0.00530881,concordant
GTEX-13FTW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0107098,-0.00684486,0.00741069,concordant
GTEX-13FTX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122174,-0.00793527,0.00560505,concordant
GTEX-13FTY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120036,-0.00699783,0.00578419,concordant
GTEX-13FTZ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0112448,-0.00768471,0.00455796,concordant
GTEX-13FXS,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0498488,-0.00847872,0.00370584,concordant
GTEX-13G51,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116557,-0.00699107,0.00497665,concordant
GTEX-13IVO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123393,-0.00618016,0.00679894,concordant
GTEX-13JUV,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0479279,-0.00616583,0.00527251,concordant
GTEX-13JVG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119269,-0.00789566,0.00509597,concordant
GTEX-13N11,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0471284,-0.00851896,0.00443352,concordant
GTEX-13N1W,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118983,-0.00643868,0.00730192,concordant
GTEX-13N2G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114018,-0.00917966,0.00326595,concordant
GTEX-13NYB,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0464051,-0.00800026,0.00391912,concordant
GTEX-13NYC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8028061444783725,-0.011168,-0.00672994,0.00829335,concordant
GTEX-13NYS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121241,-0.00765929,0.00566923,concordant
GTEX-13NZ8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118163,-0.0065971,0.00616305,concordant
GTEX-13NZ9,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,-0.00121004,0.0705139,-0.0099356,concordant
GTEX-13NZA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012068,-0.00822074,0.0060128,concordant
GTEX-13NZB,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120637,-0.00832632,0.00375473,concordant
GTEX-13O1R,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117598,-0.00757549,0.00728453,concordant
GTEX-13O21,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121042,-0.00764263,0.00513519,concordant
GTEX-13O3O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119517,-0.00744673,0.00599521,concordant
GTEX-13O3P,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123275,-0.00823595,0.00415695,concordant
GTEX-13O3Q,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012255,-0.00720454,0.00684411,concordant
GTEX-13O61,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,0.00695927,0.00243963,0.000850588,concordant
GTEX-13OVG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119968,-0.00842255,0.0046341,concordant
GTEX-13OVH,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122232,-0.00811561,0.00494214,concordant
GTEX-13OVI,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.043782,-0.0093375,0.00553378,concordant
GTEX-13OVJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116185,-0.0075752,0.00471551,concordant
GTEX-13OVK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114551,-0.00759089,0.00589001,concordant
GTEX-13OVL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0124,-0.00856373,0.00265869,concordant
GTEX-13OW5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121907,-0.00803643,0.00414638,concordant
GTEX-13OW6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012214,-0.00790979,0.00694493,concordant
GTEX-13OW7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121105,-0.00770825,0.00542531,concordant
GTEX-13OW8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116487,-0.0077962,0.00654755,concordant
GTEX-13PDP,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0089847,-0.00456033,0.00956946,concordant
GTEX-13PL6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,AMR,1.0,-0.00668242,-0.00103092,0.00436716,discordant
GTEX-13PL7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.01211,-0.00621978,0.00815036,concordant
GTEX-13PLJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122959,-0.00882431,0.00428406,concordant
GTEX-13PVQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00803748,0.00073652,0.0105944,concordant
GTEX-13PVR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120597,-0.00791761,0.00376679,concordant
GTEX-13QBU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117618,-0.00792716,0.00781329,concordant
GTEX-13QIC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8017197125474237,-0.0106324,-0.00580722,0.00733527,concordant
GTEX-13QJ3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0112065,-0.0079321,0.00620714,concordant
GTEX-13QJC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118088,-0.0081222,0.00812942,concordant
GTEX-13RTJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120388,-0.00705443,0.00553696,concordant
GTEX-13RTK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0106502,-0.00630893,0.00504401,concordant
GTEX-13RTL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119906,-0.00860626,0.00447717,concordant
GTEX-13S7M,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118517,-0.00607437,0.0070723,concordant
GTEX-13S86,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122689,-0.00814229,0.00504942,concordant
GTEX-13SLW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116193,-0.00773122,0.00592171,concordant
