donor_id,dataset,sample_type,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,PC1,PC2,PC3,ethnicity_ancestry_concordance
GTEX-1IL2U,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0397321,-0.00861687,0.00559721,concordant
GTEX-1IL2V,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.054395,-0.009594,0.00572671,concordant
GTEX-1IOXB,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0112829,-0.00803387,0.00482313,concordant
GTEX-1IY9M,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119116,-0.00721631,0.0056031,concordant
GTEX-1J1OQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.010262,-0.00597269,0.00794703,concordant
GTEX-1J1R8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116636,-0.00739751,0.00547352,concordant
GTEX-1J8EW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0105528,-0.0080824,0.00487359,concordant
GTEX-1J8JJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116791,-0.00844824,0.00550262,concordant
GTEX-1J8Q2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119167,-0.00765106,0.00465283,concordant
GTEX-1J8Q3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.803734526126969,-0.0103818,-0.00669732,0.00764604,concordant
GTEX-1J8QM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118178,-0.00760164,0.00415326,concordant
GTEX-1JJ6O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114662,-0.00681757,0.00581589,concordant
GTEX-1JJEA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119715,-0.00860598,0.00631158,concordant
GTEX-1JK1U,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120761,-0.00757541,0.0068793,concordant
GTEX-1JKYN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115249,-0.00727728,0.00543548,concordant
GTEX-1JKYR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120543,-0.00743308,0.0082447,concordant
GTEX-1JMLX,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0443448,-0.00964024,0.00526305,concordant
GTEX-1JMOU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011925,-0.0078437,0.00552886,concordant
GTEX-1JMPY,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.022554,-0.00772746,0.00505158,concordant
GTEX-1JMPZ,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0465186,-0.00924611,0.00442193,concordant
GTEX-1JMQI,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011994,-0.00735634,0.00750093,concordant
GTEX-1JMQJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117616,-0.00707211,0.00670471,concordant
GTEX-1JMQK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120627,-0.0066712,0.00571821,concordant
GTEX-1JMQL,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0357938,-0.00935636,0.00495041,concordant
GTEX-1JN1M,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118305,-0.00676036,0.0069703,concordant
GTEX-1JN6P,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117887,-0.00814014,0.00641312,concordant
GTEX-1JN76,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122247,-0.00779105,0.00460723,concordant
GTEX-1K2DA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8025550587680625,-0.0110054,-0.00706508,0.00690614,concordant
GTEX-1K2DU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00933905,-0.0059296,0.00300828,concordant
GTEX-1K9T9,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119704,-0.00793976,0.0062218,concordant
GTEX-1KAFJ,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,-0.00104676,0.0699081,-0.00866051,concordant
GTEX-1KANA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8003504448757994,-0.0115149,-0.00632148,0.00536963,concordant
GTEX-1KANB,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.045473,-0.00787982,0.00407682,concordant
GTEX-1KANC,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0558658,-0.0100308,0.00500501,concordant
GTEX-1KD4Q,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118789,-0.00749232,0.00592712,concordant
GTEX-1KD5A,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122022,-0.00764053,0.00207454,concordant
GTEX-1KWVE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114051,-0.00733487,0.00623335,concordant
GTEX-1KXAM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122666,-0.00867594,0.0052837,concordant
GTEX-1L5NE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115909,-0.00835832,0.00368002,concordant
GTEX-1LB8K,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00901042,-0.00367128,0.00959644,concordant
GTEX-1LBAC,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0491702,-0.00836444,0.00560606,concordant
GTEX-1LC47,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120691,-0.00714606,0.00581562,concordant
GTEX-1LG7Y,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117442,-0.00574373,0.00723975,concordant
GTEX-1LG7Z,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120631,-0.0081517,0.00375435,concordant
GTEX-1LGOU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118897,-0.00813163,0.00761758,concordant
GTEX-1LGRB,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,-0.00632203,0.0181169,0.0118369,concordant
GTEX-1LH75,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115589,-0.00762294,0.00261769,concordant
GTEX-1LKK1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119758,-0.00738321,0.00504111,concordant
GTEX-1LNCM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119265,-0.00806683,0.00711665,concordant
GTEX-1LSNL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120848,-0.00816317,0.00465541,concordant
GTEX-1LSNM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119836,-0.00721576,0.00730652,concordant
GTEX-1LSVX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121131,-0.00798557,0.0045481,concordant
GTEX-1LVA9,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119675,-0.00817183,0.00789776,concordant
GTEX-1LVAM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123527,-0.00830886,0.00668238,concordant
GTEX-1LVAN,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,-0.000993132,0.0666435,-0.00660546,concordant
GTEX-1LVAO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118048,-0.00650897,0.00576295,concordant
GTEX-1M4P7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117056,-0.00811554,0.00667278,concordant
GTEX-1M5QR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116704,-0.0074963,0.00679401,concordant
GTEX-1MA7W,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012047,-0.0086932,0.00499265,concordant
GTEX-1MA7X,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119819,-0.00814439,0.00634973,concordant
GTEX-1MCC2,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0295886,-0.00893393,0.00391823,concordant
GTEX-1MCQQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122516,-0.00826776,0.00652437,concordant
GTEX-1MCYP,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115943,-0.00678107,0.00581672,concordant
GTEX-1MGNQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00806317,-0.00686225,0.00843254,concordant
GTEX-1MJIX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120585,-0.00761012,0.00514575,concordant
GTEX-1MJK2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119831,-0.00877802,0.00524368,concordant
GTEX-1MJK3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0107156,-0.00639212,0.0089931,concordant
GTEX-1MUQO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118247,-0.00797816,0.00822442,concordant
GTEX-1N2DV,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0348561,-0.00832382,0.00671701,concordant
GTEX-1N2DW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011712,-0.00843999,0.00495359,concordant
GTEX-1N2EE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0110614,-0.00728317,0.00716633,concordant
GTEX-1N2EF,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120953,-0.00808579,0.00539137,concordant
GTEX-1N5O9,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115927,-0.00678758,0.00576151,concordant
GTEX-1NHNU,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0521306,-0.00918957,0.00518093,concordant
GTEX-1NSGN,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0485837,-0.00888254,0.00383643,concordant
GTEX-1NUQO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119249,-0.00743213,0.00672494,concordant
GTEX-1NV5F,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116382,-0.00787386,0.00804073,concordant
GTEX-1NV8Z,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115713,-0.00750636,0.00475474,concordant
GTEX-1O97I,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117563,-0.00840453,0.00738518,concordant
GTEX-1O9I2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122388,-0.00849526,0.00439899,concordant
GTEX-1OFPY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00894042,-0.00380121,0.0089219,concordant
GTEX-1OJC3,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0444262,-0.00816584,0.00471082,concordant
GTEX-1OJC4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123728,-0.00741135,0.00591199,concordant
GTEX-1OKEX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117559,-0.00850165,0.00618328,concordant
GTEX-1P4AB,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122599,-0.00802793,0.00574424,concordant
GTEX-1PBJI,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0109919,-0.00752851,0.00387906,concordant
GTEX-1PBJJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116907,-0.00828056,0.00225751,concordant
GTEX-1PDJ9,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121162,-0.00729065,0.00604786,concordant
GTEX-1PFEY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118794,-0.00826587,0.00541777,concordant
GTEX-1PIEJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.5988810918977576,-0.0109986,-0.00684876,0.0064628,discordant
GTEX-1PIGE,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,0.0033218,0.00505701,-0.0013335,concordant
GTEX-1PIIG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0107372,-0.00705142,0.00779047,concordant
GTEX-1POEN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115948,-0.00770503,0.00703727,concordant
GTEX-1PPGY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0109764,-0.00749475,0.0066826,concordant
GTEX-1PPH7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118226,-0.00829353,0.0046308,concordant
GTEX-1PPH8,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0285631,-0.0054719,0.0026963,concordant
GTEX-1PWST,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122823,-0.00762747,0.00476047,concordant
GTEX-1QAET,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117374,-0.0060187,0.00744753,concordant
GTEX-1QCLY,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0534275,-0.00879981,0.00505382,concordant
GTEX-1QCLZ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120983,-0.00797654,0.00505092,concordant
GTEX-1QEPI,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121943,-0.00776277,0.00669549,concordant
GTEX-1QMI2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119735,-0.00793281,0.00546666,concordant
GTEX-1QP28,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123709,-0.00843931,0.00621631,concordant
GTEX-1QP29,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114019,-0.00690756,0.00518933,concordant
GTEX-1QP2A,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121845,-0.0075906,0.00495729,concordant
GTEX-1QP66,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118062,-0.00792739,0.00556076,concordant
GTEX-1QP67,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120083,-0.00809658,0.00593796,concordant
GTEX-1QP6S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119719,-0.00825093,0.00337741,concordant
GTEX-1QP9N,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,AMR,1.0,-0.00866805,0.00380983,0.000945513,discordant
GTEX-1QPFJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0107883,-0.00647051,0.00563825,concordant
GTEX-1QW4Y,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114516,-0.00757479,0.00657381,concordant
GTEX-1R46S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118798,-0.00666991,0.0073041,concordant
GTEX-1R7EU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119136,-0.00786722,0.00576486,concordant
GTEX-1R7EV,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113705,-0.00222029,0.00404345,concordant
GTEX-1R9JW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118757,-0.00805159,0.00634301,concordant
GTEX-1R9K4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011933,-0.00769219,0.00505566,concordant
GTEX-1R9K5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119685,-0.00796563,0.00447604,concordant
GTEX-1R9PM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012252,-0.00827014,0.00471978,concordant
GTEX-1R9PN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6000110717313527,-0.0114503,-0.00657589,0.00705948,discordant
GTEX-1R9PO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0104519,-0.00589234,0.00791011,concordant
GTEX-1RAZA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120918,-0.00773849,0.0060518,concordant
GTEX-1RAZQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117094,-0.00828987,0.00445688,concordant
GTEX-1RAZR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117815,-0.00786426,0.00467517,concordant
GTEX-1RAZS,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0535956,-0.00961837,0.00519564,concordant
GTEX-1RB15,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120147,-0.00803575,0.0035433,concordant
GTEX-1RDX4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119161,-0.00802189,0.00621478,concordant
GTEX-1RLM8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122464,-0.00818883,0.00615784,concordant
GTEX-1RMOY,GTEx,GTEx,white,HANCESTRO:0005,,,Unknown,EAS,1.0,-0.00762225,0.0243524,-0.00188439,discordant
GTEX-1RNSC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121122,-0.00823872,0.00502382,concordant
GTEX-1RNTQ,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.046858,-0.00846189,0.0042211,concordant
GTEX-1RQEC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118406,-0.00849142,0.0063057,concordant
GTEX-1RQED,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118329,-0.00775279,0.00647014,concordant
GTEX-1S3DN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120118,-0.00884731,0.00463151,concordant
GTEX-1S5VW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117396,-0.00814202,0.00646955,concordant
GTEX-1S5ZA,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0496821,-0.00936517,0.00409103,concordant
GTEX-1S5ZU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116543,-0.0083231,0.00530778,concordant
GTEX-1S82P,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118605,-0.00848814,0.00433802,concordant
GTEX-1S82U,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011576,-0.007269,0.00569426,concordant
GTEX-1S82Z,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119601,-0.00709648,0.00897754,concordant
GTEX-1S831,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AFR,0.8096265888920358,0.0173566,-0.00373186,0.00278794,discordant
GTEX-1S83E,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116686,-0.00757064,0.00584625,concordant
GTEX-N7MS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121038,-0.00750732,0.00582289,concordant
GTEX-N7MT,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122366,-0.00749574,0.00345937,concordant
GTEX-NFK9,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0389352,-0.0074321,0.00462231,concordant
GTEX-NL3H,GTEx,GTEx,black or african american,HANCESTRO:0010,,,Unknown,AFR,1.0,0.0288294,-0.0035533,0.00207676,concordant
GTEX-NL4W,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119337,-0.00873365,0.00450209,concordant
GTEX-NPJ7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117356,-0.0036576,0.00552827,concordant
GTEX-NPJ8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122727,-0.00806991,0.00781707,concordant
GTEX-O5YT,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116692,-0.00838402,0.00372144,concordant
GTEX-O5YU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115648,-0.00770458,0.00570739,concordant
GTEX-O5YV,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115824,-0.00799075,0.00569981,concordant
GTEX-O5YW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00854033,-0.0026064,0.0104057,concordant
GTEX-OHPK,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0479967,-0.00812852,0.00357348,concordant
GTEX-OHPL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121572,-0.00794442,0.00699991,concordant
GTEX-OHPM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118815,-0.00798966,0.00445502,concordant
GTEX-OHPN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00999154,-0.00780244,0.00507759,concordant
GTEX-OIZF,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120062,-0.00812132,0.00525608,concordant
GTEX-OIZG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116725,-0.00794221,0.00343472,concordant
GTEX-OIZH,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00966074,-0.00476804,0.00768014,concordant
GTEX-OIZI,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121071,-0.00708475,0.00614141,concordant
GTEX-OOBJ,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0513663,-0.00942837,0.00573837,concordant
GTEX-OOBK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122331,-0.00852967,0.0038691,concordant
GTEX-OXRK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121889,-0.00799045,0.00630298,concordant
GTEX-OXRL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122454,-0.00781478,0.00554135,concordant
GTEX-OXRN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117816,-0.00752052,0.00592739,concordant
GTEX-OXRO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0105308,-0.0064206,0.0058055,concordant
GTEX-OXRP,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00937139,-0.0056764,0.00924256,concordant
GTEX-P44H,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120634,-0.00823948,0.00704018,concordant
GTEX-P4PP,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116223,-0.00721528,0.00674331,concordant
GTEX-P4PQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.01117,-0.00807355,0.00410255,concordant
GTEX-P4QS,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.042271,-0.00778144,0.00175398,concordant
GTEX-P4QT,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00952919,-0.00398385,0.00914332,concordant
GTEX-P78B,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119626,-0.00655307,0.00637557,concordant
GTEX-PLZ4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0103596,-0.00638706,0.00630784,concordant
GTEX-PLZ5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121226,-0.00838124,0.00257267,concordant
GTEX-PLZ6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119809,-0.00815556,0.00537415,concordant
GTEX-POMQ,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0320787,-0.00835621,0.00511215,concordant
GTEX-POYW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121112,-0.00885137,0.00457518,concordant
GTEX-PSDG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012342,-0.00764725,0.00652008,concordant
GTEX-PVOW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011314,-0.00728373,0.0077514,concordant
GTEX-PW2O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00971389,-0.00808531,0.00639884,concordant
GTEX-PWCY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118813,-0.00798211,0.00479747,concordant
GTEX-PWN1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118674,-0.00730118,0.00710395,concordant
GTEX-PWO3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118386,-0.00748755,0.00469029,concordant
GTEX-PX3G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116382,-0.00760584,0.00424948,concordant
GTEX-Q2AG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123171,-0.00816093,0.00423964,concordant
GTEX-Q2AH,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0354952,-0.00899192,0.00427684,concordant
GTEX-Q2AI,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115033,-0.00787457,0.00536789,concordant
GTEX-Q734,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0124029,-0.00811431,0.00605762,concordant
GTEX-QCQG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00998966,-0.00654578,0.00646419,concordant
GTEX-QDT8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113837,-0.00711444,0.00659514,concordant
GTEX-QDVJ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123434,-0.00786658,0.00594402,concordant
