sample_id,data_source,sample_type,ethnicity_reported,consensus_ancestry,ancestry_confidence,ethnicity_ancestry_concordance,PC1,PC2,PC3
HG00513,MAGE,tissue,asian,,,unknown,-0.00283356,0.0619981,-0.0183988
HG00525,MAGE,tissue,asian,,,unknown,-0.0030584,0.0611085,-0.0176859
HG00533,MAGE,tissue,asian,,,unknown,-0.00318278,0.0616225,-0.0176399
HG00537,MAGE,tissue,asian,,,unknown,-0.00305829,0.0623911,-0.0192032
HG00551,MAGE,tissue,hispanic or latino,,,unknown,-0.00548482,0.000223698,0.000364934
HG00553,MAGE,tissue,hispanic or latino,,,unknown,0.0011585,0.00333599,-0.003611
HG00556,MAGE,tissue,asian,,,unknown,-0.00315105,0.0615175,-0.0174668
HG00565,MAGE,tissue,asian,,,unknown,-0.00292971,0.0622216,-0.0192938
HG00581,MAGE,tissue,asian,,,unknown,-0.00299275,0.0619901,-0.0184194
HG00583,MAGE,tissue,asian,,,unknown,-0.00308128,0.0618678,-0.0179233
HG00589,MAGE,tissue,asian,,,unknown,-0.00302816,0.0617985,-0.0181849
HG00590,MAGE,tissue,asian,,,unknown,-0.00314941,0.0602859,-0.0168668
HG00596,MAGE,tissue,asian,,,unknown,-0.00293469,0.0625911,-0.0183805
HG00607,MAGE,tissue,asian,,,unknown,-0.00304622,0.0618441,-0.0186043
HG00625,MAGE,tissue,asian,,,unknown,-0.00289786,0.0611264,-0.0165349
HG00628,MAGE,tissue,asian,,,unknown,-0.00290206,0.0614442,-0.0183485
HG00631,MAGE,tissue,asian,,,unknown,-0.00310586,0.0619863,-0.0188045
HG00641,MAGE,tissue,hispanic or latino,,,unknown,-0.00553823,0.0017204,-0.000538449
HG00653,MAGE,tissue,asian,,,unknown,-0.0029743,0.0616555,-0.0178338
HG00657,MAGE,tissue,asian,,,unknown,-0.00308501,0.0614652,-0.0186352
HG00663,MAGE,tissue,asian,,,unknown,-0.00303388,0.0616177,-0.0177683
HG00693,MAGE,tissue,asian,,,unknown,-0.0031508,0.0616101,-0.0174254
HG00704,MAGE,tissue,asian,,,unknown,-0.00306128,0.0617294,-0.0184684
HG00705,MAGE,tissue,asian,,,unknown,-0.0030032,0.0618239,-0.0172863
HG00728,MAGE,tissue,asian,,,unknown,-0.00311541,0.0612725,-0.0167435
HG00731,MAGE,tissue,hispanic or latino,,,unknown,-0.00959229,-0.00300171,0.00377204
HG00737,MAGE,tissue,hispanic or latino,,,unknown,-0.00613946,-0.00212486,0.00134381
HG00740,MAGE,tissue,hispanic or latino,,,unknown,-0.00287842,0.000157569,-0.00127486
HG00844,MAGE,tissue,asian,,,unknown,-0.00278386,0.0605925,-0.0165359
HG00851,MAGE,tissue,asian,,,unknown,-0.00303836,0.0610603,-0.0163356
HG00864,MAGE,tissue,asian,,,unknown,-0.00296309,0.0607445,-0.0152103
HG00956,MAGE,tissue,asian,,,unknown,-0.00277967,0.0606702,-0.0173516
HG00978,MAGE,tissue,asian,,,unknown,-0.00275908,0.0608216,-0.0167763
HG01029,MAGE,tissue,asian,,,unknown,-0.00266945,0.0611984,-0.0162417
HG01031,MAGE,tissue,asian,,,unknown,-0.00276603,0.0611155,-0.017395
HG01047,MAGE,tissue,hispanic or latino,,,unknown,-0.00592849,-0.00217238,0.00346762
HG01052,MAGE,tissue,hispanic or latino,,,unknown,0.00324033,0.00277307,-0.000528025
HG01055,MAGE,tissue,hispanic or latino,,,unknown,-0.00287284,-0.00164398,0.00100485
HG01060,MAGE,tissue,hispanic or latino,,,unknown,-0.0054295,-0.00190313,0.0012748
HG01061,MAGE,tissue,hispanic or latino,,,unknown,-0.00647892,-0.000580985,0.00137594
HG01073,MAGE,tissue,hispanic or latino,,,unknown,-0.00574268,0.00112986,0.00110825
HG01092,MAGE,tissue,hispanic or latino,,,unknown,0.00505058,-0.00064543,-0.00280475
HG01108,MAGE,tissue,hispanic or latino,,,unknown,0.0305602,-0.00434693,-0.00350627
HG01113,MAGE,tissue,hispanic or latino,,,unknown,-0.00946545,0.00823441,-0.00806979
HG01125,MAGE,tissue,hispanic or latino,,,unknown,-0.00410321,0.00668458,-0.00638256
HG01131,MAGE,tissue,hispanic or latino,,,unknown,-0.00652197,0.00632342,-0.00716869
HG01137,MAGE,tissue,hispanic or latino,,,unknown,-0.00842655,0.0108015,-0.011065
HG01161,MAGE,tissue,hispanic or latino,,,unknown,0.00119312,0.00116276,-0.00188373
HG01162,MAGE,tissue,hispanic or latino,,,unknown,-0.00436621,0.000849538,0.00020062
HG01164,MAGE,tissue,hispanic or latino,,,unknown,-0.00462484,-0.000960758,0.00181966
HG01170,MAGE,tissue,hispanic or latino,,,unknown,-0.00334337,0.00137539,-0.000712938
HG01173,MAGE,tissue,hispanic or latino,,,unknown,-0.00688588,-0.00349533,0.00583124
HG01174,MAGE,tissue,hispanic or latino,,,unknown,-0.00719658,-0.000969479,0.000561397
HG01188,MAGE,tissue,hispanic or latino,,,unknown,0.00361403,0.00418767,-0.00684492
HG01190,MAGE,tissue,hispanic or latino,,,unknown,-5.65626e-05,0.00474439,-0.00737182
HG01204,MAGE,tissue,hispanic or latino,,,unknown,-0.004431,0.000217015,-0.00105921
HG01242,MAGE,tissue,hispanic or latino,,,unknown,0.0217885,-0.00456467,-0.00159623
HG01250,MAGE,tissue,hispanic or latino,,,unknown,-0.00483776,0.00959295,-0.00945113
HG01251,MAGE,tissue,hispanic or latino,,,unknown,-0.00885908,0.00649264,-0.00418441
HG01260,MAGE,tissue,hispanic or latino,,,unknown,-0.0015686,0.00880836,-0.0100129
HG01271,MAGE,tissue,hispanic or latino,,,unknown,-0.00547032,0.00614573,-0.00773616
HG01277,MAGE,tissue,hispanic or latino,,,unknown,-0.00885258,0.0115685,-0.010862
HG01284,MAGE,tissue,hispanic or latino,,,unknown,-0.00626983,0.00494582,-0.00478124
HG01312,MAGE,tissue,hispanic or latino,,,unknown,-0.00313829,-0.000884789,-0.000659254
HG01341,MAGE,tissue,hispanic or latino,,,unknown,-0.00806585,0.023633,-0.0255225
HG01342,MAGE,tissue,hispanic or latino,,,unknown,0.0128823,0.00472579,-0.00834967
HG01345,MAGE,tissue,hispanic or latino,,,unknown,-0.00708827,0.00450639,-0.00390968
HG01348,MAGE,tissue,hispanic or latino,,,unknown,-0.00702841,0.0131991,-0.0143052
HG01363,MAGE,tissue,hispanic or latino,,,unknown,0.00132817,0.00901534,-0.0114743
HG01365,MAGE,tissue,hispanic or latino,,,unknown,-0.00109877,0.00741401,-0.00745665
HG01372,MAGE,tissue,hispanic or latino,,,unknown,-0.00770647,0.00935053,-0.0109379
HG01383,MAGE,tissue,hispanic or latino,,,unknown,-0.00845496,0.00495344,-0.0059395
HG01389,MAGE,tissue,hispanic or latino,,,unknown,-0.00738616,-2.09209e-07,-1.24434e-05
HG01390,MAGE,tissue,hispanic or latino,,,unknown,0.00841388,0.00778391,-0.00905206
HG01392,MAGE,tissue,hispanic or latino,,,unknown,0.000135651,0.00203768,-0.00308606
HG01393,MAGE,tissue,hispanic or latino,,,unknown,0.00288011,0.000652113,-0.000789657
HG01395,MAGE,tissue,hispanic or latino,,,unknown,-0.00616967,-0.00100674,0.00278755
HG01447,MAGE,tissue,hispanic or latino,,,unknown,-0.0059616,0.0062167,-0.007211
HG01461,MAGE,tissue,hispanic or latino,,,unknown,0.00230735,0.0131898,-0.0123872
HG01468,MAGE,tissue,hispanic or latino,,,unknown,-0.00940998,0.00178643,-0.00213133
HG01479,MAGE,tissue,hispanic or latino,,,unknown,-0.00939606,-0.00158353,0.000917136
HG01488,MAGE,tissue,hispanic or latino,,,unknown,-0.000817543,0.000359142,-0.000181498
HG01489,MAGE,tissue,hispanic or latino,,,unknown,-0.00982653,-0.000477177,0.00130827
HG01492,MAGE,tissue,hispanic or latino,,,unknown,-0.00906469,0.00329237,-0.00276067
HG01494,MAGE,tissue,hispanic or latino,,,unknown,-0.0027806,0.0146927,-0.014853
HG01501,MAGE,tissue,white,,,unknown,-0.0101159,-0.00714152,0.00942492
HG01503,MAGE,tissue,white,,,unknown,-0.0115284,-0.00757054,0.00976389
HG01506,MAGE,tissue,white,,,unknown,-0.0108454,-0.00819208,0.00923369
HG01509,MAGE,tissue,white,,,unknown,-0.0107249,-0.00762867,0.00880912
HG01515,MAGE,tissue,white,,,unknown,-0.0126166,-0.00863806,0.00814448
HG01518,MAGE,tissue,white,,,unknown,-0.0123687,-0.00869075,0.00845609
HG01522,MAGE,tissue,white,,,unknown,-0.0127812,-0.00819824,0.00840816
HG01524,MAGE,tissue,white,,,unknown,-0.0113186,-0.00801191,0.00878306
HG01527,MAGE,tissue,white,,,unknown,-0.00999082,-0.00783049,0.00687617
HG01578,MAGE,tissue,hispanic or latino,,,unknown,-0.00778238,0.0252717,-0.0243437
HG01589,MAGE,tissue,asian,,,unknown,-0.00745887,0.0129414,0.00583089
HG01593,MAGE,tissue,asian,,,unknown,-0.00786007,0.0112244,0.00837264
HG01597,MAGE,tissue,asian,,,unknown,-0.00275077,0.0602436,-0.016699
HG01598,MAGE,tissue,asian,,,unknown,-0.00303995,0.0602662,-0.0172696
HG01600,MAGE,tissue,asian,,,unknown,-0.00279218,0.0608325,-0.0172338
HG01606,MAGE,tissue,white,,,unknown,-0.0117694,-0.00806867,0.00987335
HG01607,MAGE,tissue,white,,,unknown,-0.0115259,-0.0075401,0.0102178
HG01610,MAGE,tissue,white,,,unknown,-0.0106655,-0.00777639,0.00870996
HG01613,MAGE,tissue,white,,,unknown,-0.0115947,-0.00769148,0.00823693
HG01615,MAGE,tissue,white,,,unknown,-0.0114994,-0.00771052,0.00985092
HG01630,MAGE,tissue,white,,,unknown,-0.00921737,-0.00741001,0.00927235
HG01669,MAGE,tissue,white,,,unknown,-0.00901736,-0.00807342,0.00746371
HG01682,MAGE,tissue,white,,,unknown,-0.0119208,-0.0080191,0.00946215
HG01684,MAGE,tissue,white,,,unknown,-0.0119149,-0.00779504,0.00965473
HG01686,MAGE,tissue,white,,,unknown,-0.0109905,-0.0073356,0.00970499
HG01695,MAGE,tissue,white,,,unknown,-0.00903525,-0.00699875,0.00773215
HG01762,MAGE,tissue,white,,,unknown,-0.0116665,-0.00821738,0.0097315
HG01765,MAGE,tissue,white,,,unknown,-0.011132,-0.00762522,0.00952592
HG01771,MAGE,tissue,white,,,unknown,-0.011912,-0.00817262,0.0100524
HG01785,MAGE,tissue,white,,,unknown,-0.0122573,-0.00804936,0.0102777
HG01790,MAGE,tissue,white,,,unknown,-0.0127875,-0.00769816,0.0104359
HG01797,MAGE,tissue,asian,,,unknown,-0.00272733,0.0609701,-0.0161528
HG01800,MAGE,tissue,asian,,,unknown,-0.00287109,0.0609804,-0.0159401
HG01806,MAGE,tissue,asian,,,unknown,-0.00276222,0.0607395,-0.017532
HG01809,MAGE,tissue,asian,,,unknown,-0.00293677,0.0608948,-0.0156001
HG01812,MAGE,tissue,asian,,,unknown,-0.00281771,0.0616908,-0.017238
HG01817,MAGE,tissue,asian,,,unknown,-0.00266669,0.0613356,-0.0164436
HG01843,MAGE,tissue,asian,,,unknown,-0.00300845,0.0597363,-0.0165953
HG01844,MAGE,tissue,asian,,,unknown,-0.00285381,0.0598338,-0.0169636
HG01846,MAGE,tissue,asian,,,unknown,-0.00284391,0.0595101,-0.0154425
HG01849,MAGE,tissue,asian,,,unknown,-0.00302201,0.0596102,-0.0154825
HG01851,MAGE,tissue,asian,,,unknown,-0.00281947,0.0610341,-0.0172778
HG01853,MAGE,tissue,asian,,,unknown,-0.00288143,0.0602023,-0.0164092
HG01858,MAGE,tissue,asian,,,unknown,-0.00278559,0.0608698,-0.0168862
HG01862,MAGE,tissue,asian,,,unknown,-0.00304372,0.0605048,-0.0168529
HG01863,MAGE,tissue,asian,,,unknown,-0.00301978,0.0609679,-0.0154456
HG01870,MAGE,tissue,asian,,,unknown,-0.00297472,0.0604195,-0.016731
HG01872,MAGE,tissue,asian,,,unknown,-0.00295801,0.0599811,-0.0178375
HG01878,MAGE,tissue,asian,,,unknown,-0.00300753,0.059921,-0.0164228
HG01879,MAGE,tissue,black or african american,,,unknown,0.0445064,-0.00734393,-0.00236105
HG01890,MAGE,tissue,black or african american,,,unknown,0.0467062,-0.00785571,-0.00287346
HG01893,MAGE,tissue,hispanic or latino,,,unknown,-0.000887759,0.022823,-0.0246072
HG01912,MAGE,tissue,black or african american,,,unknown,0.0491363,-0.00784643,-0.00274479
HG01918,MAGE,tissue,hispanic or latino,,,unknown,-0.00747744,0.0337369,-0.0327022
HG01920,MAGE,tissue,hispanic or latino,,,unknown,-0.00690056,0.0447373,-0.045963
HG01921,MAGE,tissue,hispanic or latino,,,unknown,-0.00762271,0.0339354,-0.031384
HG01932,MAGE,tissue,hispanic or latino,,,unknown,-0.00772434,0.0350983,-0.0346965
HG01939,MAGE,tissue,hispanic or latino,,,unknown,-0.00692151,0.0325483,-0.0360759
HG01945,MAGE,tissue,hispanic or latino,,,unknown,-0.00729762,0.0348281,-0.0364294
HG01950,MAGE,tissue,hispanic or latino,,,unknown,-0.0034074,0.0386083,-0.0383037
HG01951,MAGE,tissue,hispanic or latino,,,unknown,-0.00529478,0.0439826,-0.0434439
HG01953,MAGE,tissue,hispanic or latino,,,unknown,-0.00632691,0.0397533,-0.0418053
HG01965,MAGE,tissue,hispanic or latino,,,unknown,-0.00292722,0.0246411,-0.0265151
HG01970,MAGE,tissue,hispanic or latino,,,unknown,-0.00815352,0.028614,-0.0296892
HG01973,MAGE,tissue,hispanic or latino,,,unknown,-0.00516935,0.0358238,-0.037114
HG01988,MAGE,tissue,black or african american,,,unknown,0.0252485,-0.00833651,0.00311898
HG02023,MAGE,tissue,asian,,,unknown,-0.00261961,0.0606912,-0.0169342
HG02025,MAGE,tissue,asian,,,unknown,-0.00298413,0.0606896,-0.0174605
HG02026,MAGE,tissue,asian,,,unknown,-0.00287803,0.0609464,-0.015793
HG02031,MAGE,tissue,asian,,,unknown,-0.00272348,0.0615336,-0.0184626
HG02052,MAGE,tissue,black or african american,,,unknown,0.0539014,-0.00766948,-0.00362468
HG02053,MAGE,tissue,black or african american,,,unknown,0.0510609,-0.00787876,-0.00338697
HG02058,MAGE,tissue,asian,,,unknown,-0.00260585,0.0584488,-0.0148032
HG02067,MAGE,tissue,asian,,,unknown,-0.00298472,0.0599223,-0.0161635
HG02069,MAGE,tissue,asian,,,unknown,-0.00276763,0.059985,-0.0162365
HG02089,MAGE,tissue,hispanic or latino,,,unknown,-0.00720543,0.0282274,-0.0282275
HG02090,MAGE,tissue,hispanic or latino,,,unknown,-0.000518818,0.0222999,-0.0236141
HG02102,MAGE,tissue,hispanic or latino,,,unknown,-0.00658075,0.0375183,-0.0375901
HG02104,MAGE,tissue,hispanic or latino,,,unknown,-0.00675518,0.0408431,-0.0413272
HG02105,MAGE,tissue,hispanic or latino,,,unknown,-0.00706956,0.0433644,-0.0451384
HG02121,MAGE,tissue,asian,,,unknown,-0.00278517,0.0598085,-0.0161375
HG02128,MAGE,tissue,asian,,,unknown,-0.00302956,0.0599513,-0.0169298
HG02134,MAGE,tissue,asian,,,unknown,-0.00286251,0.060352,-0.0163884
HG02136,MAGE,tissue,asian,,,unknown,-0.00260467,0.0597429,-0.0162033
HG02142,MAGE,tissue,asian,,,unknown,-0.0039004,0.0543429,-0.0151551
HG02150,MAGE,tissue,hispanic or latino,,,unknown,-0.00696303,0.0435955,-0.0425324
HG02155,MAGE,tissue,asian,,,unknown,-0.00277038,0.0618338,-0.0162366
HG02156,MAGE,tissue,asian,,,unknown,-0.00274391,0.0609943,-0.0170564
HG02165,MAGE,tissue,asian,,,unknown,-0.00288845,0.0603432,-0.0168721
HG02166,MAGE,tissue,asian,,,unknown,-0.00280188,0.0615713,-0.0176645
HG02178,MAGE,tissue,asian,,,unknown,-0.00270611,0.0615033,-0.0172831
HG02182,MAGE,tissue,asian,,,unknown,-0.00292434,0.061206,-0.0166362
HG02185,MAGE,tissue,asian,,,unknown,-0.00277125,0.0611523,-0.0172927
HG02188,MAGE,tissue,asian,,,unknown,-0.00284761,0.0612329,-0.0170785
HG02215,MAGE,tissue,white,,,unknown,-0.0128008,-0.0082268,0.00964882
HG02220,MAGE,tissue,white,,,unknown,-0.0117181,-0.00739973,0.00877365
HG02230,MAGE,tissue,white,,,unknown,-0.0120841,-0.00826785,0.00825244
HG02232,MAGE,tissue,white,,,unknown,-0.0110685,-0.00833023,0.00830837
HG02236,MAGE,tissue,white,,,unknown,-0.0113217,-0.00810453,0.00967976
HG02250,MAGE,tissue,asian,,,unknown,-0.00292878,0.0611565,-0.0170291
HG02265,MAGE,tissue,hispanic or latino,,,unknown,-0.00702475,0.042273,-0.0442259
HG02271,MAGE,tissue,hispanic or latino,,,unknown,-0.00632088,0.0446048,-0.0458799
HG02274,MAGE,tissue,hispanic or latino,,,unknown,0.00828158,0.0251975,-0.0275555
HG02281,MAGE,tissue,black or african american,,,unknown,0.0534907,-0.00864273,-0.00376504
HG02282,MAGE,tissue,black or african american,,,unknown,0.0419476,-0.00809375,-0.00194879
HG02283,MAGE,tissue,black or african american,,,unknown,0.0416272,-0.00758584,-0.00200514
HG02292,MAGE,tissue,hispanic or latino,,,unknown,-0.00777785,0.0384143,-0.0391469
HG02301,MAGE,tissue,hispanic or latino,,,unknown,-0.00697248,0.0360383,-0.036193
HG02307,MAGE,tissue,black or african american,,,unknown,0.0515618,-0.00792902,-0.00373625
HG02312,MAGE,tissue,hispanic or latino,,,unknown,-0.00817291,0.0256912,-0.0254019
HG02323,MAGE,tissue,black or african american,,,unknown,0.0510289,-0.00846084,-0.00314996
HG02332,MAGE,tissue,black or african american,,,unknown,0.0493886,-0.00819565,-0.00277411
HG02334,MAGE,tissue,black or african american,,,unknown,0.0386678,-0.00818507,-0.000315871
HG02337,MAGE,tissue,black or african american,,,unknown,0.04779,-0.00799633,-0.00330515
HG02348,MAGE,tissue,hispanic or latino,,,unknown,-0.00674349,0.0372388,-0.0391732
HG02355,MAGE,tissue,asian,,,unknown,-0.00299347,0.0612448,-0.0163736
HG02364,MAGE,tissue,asian,,,unknown,-0.00237775,0.0615155,-0.017559
HG02373,MAGE,tissue,asian,,,unknown,-0.00261786,0.0611661,-0.0167679
HG02389,MAGE,tissue,asian,,,unknown,-0.00283654,0.0613838,-0.0171323
HG02394,MAGE,tissue,asian,,,unknown,-0.00276305,0.0603261,-0.0157725
HG02396,MAGE,tissue,asian,,,unknown,-0.00298287,0.0612942,-0.0169426
HG02409,MAGE,tissue,asian,,,unknown,-0.00315571,0.0607293,-0.0172908
HG02425,MAGE,tissue,hispanic or latino,,,unknown,-0.00494862,0.0233297,-0.0237414
HG02429,MAGE,tissue,black or african american,,,unknown,0.0498963,-0.00838953,-0.00387392
HG02439,MAGE,tissue,black or african american,,,unknown,0.0513284,-0.00781852,-0.00475752
HG02449,MAGE,tissue,black or african american,,,unknown,0.0521657,-0.00839222,-0.0040424
HG02450,MAGE,tissue,black or african american,,,unknown,0.0501632,-0.00830825,-0.00287697
HG02471,MAGE,tissue,black or african american,,,unknown,0.0508106,-0.0081243,-0.0045552
HG02479,MAGE,tissue,black or african american,,,unknown,0.0498235,-0.00851345,-0.00334168
HG02481,MAGE,tissue,black or african american,,,unknown,0.0496045,-0.0073378,-0.00428507
HG02489,MAGE,tissue,black or african american,,,unknown,0.0471108,-0.00766274,-0.00345085
HG02491,MAGE,tissue,asian,,,unknown,-0.0071997,0.014082,0.00766577
HG02494,MAGE,tissue,asian,,,unknown,-0.00784689,0.0120278,0.00798183
HG02497,MAGE,tissue,black or african american,,,unknown,0.0519541,-0.00782057,-0.0038953
HG02502,MAGE,tissue,black or african american,,,unknown,0.0433454,-0.00732084,-0.00181
HG02511,MAGE,tissue,black or african american,,,unknown,0.0513644,-0.00737367,-0.00350588
HG02513,MAGE,tissue,asian,,,unknown,-0.00286143,0.0607279,-0.0168014
HG02536,MAGE,tissue,black or african american,,,unknown,0.0429981,-0.0082662,-0.00168289
HG02545,MAGE,tissue,black or african american,,,unknown,0.049514,-0.00790197,-0.00262353
HG02568,MAGE,tissue,black or african american,,,unknown,0.0533259,-0.00766381,-0.0037155
HG02574,MAGE,tissue,black or african american,,,unknown,0.0520383,-0.00767629,-0.00332901
HG02580,MAGE,tissue,black or african american,,,unknown,0.0459149,-0.00794938,-0.00282202
HG02583,MAGE,tissue,black or african american,,,unknown,0.0542613,-0.00794114,-0.00517732
HG02597,MAGE,tissue,asian,,,unknown,-0.00778805,0.0109354,0.00951975
HG02601,MAGE,tissue,asian,,,unknown,-0.00641305,0.0162652,0.00573747
HG02611,MAGE,tissue,black or african american,,,unknown,0.0541509,-0.00777469,-0.00484248
HG02613,MAGE,tissue,black or african american,,,unknown,0.0522053,-0.0077756,-0.00523148
HG02614,MAGE,tissue,black or african american,,,unknown,0.0517458,-0.00786868,-0.00491473
HG02620,MAGE,tissue,black or african american,,,unknown,0.0545607,-0.0076237,-0.00404855
HG02623,MAGE,tissue,black or african american,,,unknown,0.054516,-0.00811638,-0.00443474
HG02624,MAGE,tissue,black or african american,,,unknown,0.054909,-0.00804828,-0.00441115
HG02628,MAGE,tissue,black or african american,,,unknown,0.0544937,-0.00762934,-0.00486269
HG02643,MAGE,tissue,black or african american,,,unknown,0.0536765,-0.00803724,-0.00498489
HG02649,MAGE,tissue,asian,,,unknown,-0.00784811,0.0108987,0.0077128
HG02654,MAGE,tissue,asian,,,unknown,-0.00764245,0.0112485,0.00806046
HG02660,MAGE,tissue,asian,,,unknown,-0.00740454,0.0142122,0.00782036
HG02678,MAGE,tissue,black or african american,,,unknown,0.0530219,-0.00777577,-0.00360934
HG02681,MAGE,tissue,asian,,,unknown,-0.00789909,0.0116004,0.00727223
HG02694,MAGE,tissue,asian,,,unknown,-0.00799992,0.0100338,0.00819304
HG02697,MAGE,tissue,asian,,,unknown,-0.00755162,0.0121286,0.00634529
HG02703,MAGE,tissue,black or african american,,,unknown,0.054224,-0.00799418,-0.00434487
HG02715,MAGE,tissue,black or african american,,,unknown,0.0540077,-0.00777857,-0.00523269
HG02728,MAGE,tissue,asian,,,unknown,-0.0057873,0.0210125,0.00677893
HG02731,MAGE,tissue,asian,,,unknown,-0.00686901,0.0147875,0.00650849
HG02733,MAGE,tissue,asian,,,unknown,-0.00727151,0.0133567,0.00877611
HG02737,MAGE,tissue,asian,,,unknown,-0.00769442,0.011795,0.00692225
HG02768,MAGE,tissue,black or african american,,,unknown,0.0541653,-0.00740674,-0.00578992
HG02789,MAGE,tissue,asian,,,unknown,-0.00583829,0.0195804,0.00614635
HG02792,MAGE,tissue,asian,,,unknown,-0.0057632,0.0203078,0.0058024
HG02799,MAGE,tissue,black or african american,,,unknown,0.0537524,-0.00744285,-0.00356232
HG02804,MAGE,tissue,black or african american,,,unknown,0.0549839,-0.00795715,-0.00423285
HG02814,MAGE,tissue,black or african american,,,unknown,0.0543614,-0.00789047,-0.00538488
HG02816,MAGE,tissue,black or african american,,,unknown,0.0538008,-0.00770703,-0.00558529
HG02817,MAGE,tissue,black or african american,,,unknown,0.0533563,-0.00789168,-0.00438877
HG02839,MAGE,tissue,black or african american,,,unknown,0.0535905,-0.00779418,-0.00488916
HG02851,MAGE,tissue,black or african american,,,unknown,0.054449,-0.00811445,-0.00377063
HG02855,MAGE,tissue,black or african american,,,unknown,0.0537625,-0.00775647,-0.00372402
HG02884,MAGE,tissue,black or african american,,,unknown,0.0537393,-0.00753741,-0.00446518
HG02888,MAGE,tissue,black or african american,,,unknown,0.0534701,-0.00747275,-0.00368701
HG02896,MAGE,tissue,black or african american,,,unknown,0.053819,-0.00762054,-0.00505844
HG02941,MAGE,tissue,black or african american,,,unknown,0.0564462,-0.0085509,-0.00457118
HG02946,MAGE,tissue,black or african american,,,unknown,0.0561984,-0.00852095,-0.00434995
HG02968,MAGE,tissue,black or african american,,,unknown,0.056488,-0.00827831,-0.00407564
HG02970,MAGE,tissue,black or african american,,,unknown,0.0564453,-0.00832413,-0.00377756
HG02977,MAGE,tissue,black or african american,,,unknown,0.0561532,-0.00805747,-0.00404546
HG02979,MAGE,tissue,black or african american,,,unknown,0.0563219,-0.00832772,-0.00431352
