donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,PC1,PC2
GTEX-12ZZZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121031,-0.00861405
GTEX-13111,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00921365,0.00125721
GTEX-13112,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121217,-0.00775767
GTEX-13113,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0333598,-0.00861661
GTEX-1313W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.01244,-0.00841727
GTEX-1314G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120419,-0.00788166
GTEX-131XE,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.046393,-0.00931356
GTEX-131XF,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,0.00677628,-0.00470685
GTEX-131XG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116659,-0.00757903
GTEX-131XH,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0598152,-0.0108865
GTEX-131XW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123079,-0.00775193
GTEX-131YS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115112,-0.00837096
GTEX-132AR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121402,-0.00780142
GTEX-132NY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120756,-0.00754906
GTEX-132Q8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116013,-0.00599403
GTEX-132QS,GTEx,american indian or alaska native,HANCESTRO:0004,,,Unknown,SAS,1.0,discordant,-0.00495162,0.0256109
GTEX-1339X,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012321,-0.00772283
GTEX-133LE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116975,-0.00558687
GTEX-1399Q,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120175,-0.00746435
GTEX-1399R,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012519,-0.00814767
GTEX-1399S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117729,-0.00659302
GTEX-1399T,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120987,-0.00786641
GTEX-1399U,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0111634,-0.00791987
GTEX-139D8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120973,-0.00728762
GTEX-139T4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122078,-0.00771734
GTEX-139T6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011267,-0.00786512
GTEX-139T8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121434,-0.00787065
GTEX-139TS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012114,-0.00827509
GTEX-139TT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121842,-0.00936393
GTEX-139TU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00936438,-0.00533827
GTEX-139UW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119714,-0.00771936
GTEX-139YR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122223,-0.00767235
GTEX-13CF2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116623,-0.00614913
GTEX-13CF3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120727,-0.00749879
GTEX-13CIG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122879,-0.00829552
GTEX-13CZU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120903,-0.00783451
GTEX-13CZV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119584,-0.00800453
GTEX-13D11,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116163,-0.00835695
GTEX-13FH7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119477,-0.00784563
GTEX-13FHO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011808,-0.00779594
GTEX-13FHP,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0464823,-0.00860387
GTEX-13FLV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120089,-0.00785045
GTEX-13FLW,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0444196,-0.00867909
GTEX-13FTW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107098,-0.00684486
GTEX-13FTX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122174,-0.00793527
GTEX-13FTY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120036,-0.00699783
GTEX-13FTZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112448,-0.00768471
GTEX-13FXS,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0498488,-0.00847872
GTEX-13G51,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116557,-0.00699107
GTEX-13IVO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123393,-0.00618016
GTEX-13JUV,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0479279,-0.00616583
GTEX-13JVG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119269,-0.00789566
GTEX-13N11,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0471284,-0.00851896
GTEX-13N1W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118983,-0.00643868
GTEX-13N2G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114018,-0.00917966
GTEX-13NYB,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0464051,-0.00800026
GTEX-13NYC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8028061444783725,concordant,-0.011168,-0.00672994
GTEX-13NYS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121241,-0.00765929
GTEX-13NZ8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118163,-0.0065971
GTEX-13NZ9,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.00121004,0.0705139
GTEX-13NZA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012068,-0.00822074
GTEX-13NZB,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120637,-0.00832632
GTEX-13O1R,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117598,-0.00757549
GTEX-13O21,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121042,-0.00764263
GTEX-13O3O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119517,-0.00744673
GTEX-13O3P,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123275,-0.00823595
GTEX-13O3Q,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012255,-0.00720454
GTEX-13O61,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,0.00695927,0.00243963
GTEX-13OVG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119968,-0.00842255
GTEX-13OVH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122232,-0.00811561
GTEX-13OVI,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.043782,-0.0093375
GTEX-13OVJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116185,-0.0075752
GTEX-13OVK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114551,-0.00759089
GTEX-13OVL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0124,-0.00856373
GTEX-13OW5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121907,-0.00803643
GTEX-13OW6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012214,-0.00790979
GTEX-13OW7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121105,-0.00770825
GTEX-13OW8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116487,-0.0077962
GTEX-13PDP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0089847,-0.00456033
GTEX-13PL6,GTEx,white,HANCESTRO:0005,,,EUR,AMR,1.0,discordant,-0.00668242,-0.00103092
GTEX-13PL7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.01211,-0.00621978
GTEX-13PLJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122959,-0.00882431
GTEX-13PVQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00803748,0.00073652
GTEX-13PVR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120597,-0.00791761
GTEX-13QBU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117618,-0.00792716
GTEX-13QIC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8017197125474237,concordant,-0.0106324,-0.00580722
GTEX-13QJ3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112065,-0.0079321
GTEX-13QJC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118088,-0.0081222
GTEX-13RTJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120388,-0.00705443
GTEX-13RTK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0106502,-0.00630893
GTEX-13RTL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119906,-0.00860626
GTEX-13S7M,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118517,-0.00607437
GTEX-13S86,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122689,-0.00814229
GTEX-13SLW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116193,-0.00773122
GTEX-13SLX,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.042885,-0.00814842
GTEX-13U4I,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120019,-0.00777184
GTEX-13VXT,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0430917,-0.00891592
GTEX-13VXU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118283,-0.00747611
GTEX-13W3W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119526,-0.00826841
GTEX-13W46,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119766,-0.00706705
GTEX-13X6H,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119868,-0.00773039
GTEX-13X6I,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123087,-0.00825073
GTEX-13X6J,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0103427,-0.00683635
GTEX-13X6K,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011917,-0.00855384
GTEX-13YAN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.050478,-0.0083143
GTEX-1445S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118833,-0.00749158
GTEX-144FL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121523,-0.00729832
GTEX-144GL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121463,-0.00792213
GTEX-144GM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121563,-0.00689516
GTEX-144GN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119186,-0.00787667
GTEX-144GO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120522,-0.007316
GTEX-145LS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120162,-0.00797398
GTEX-145LT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120705,-0.00778983
GTEX-145LU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117472,-0.00596937
GTEX-145LV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121295,-0.00791429
GTEX-145ME,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0511455,-0.00799244
GTEX-145MF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115249,-0.00824262
GTEX-145MG,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0446599,-0.00772244
GTEX-145MH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115299,-0.00669991
GTEX-145MI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00896301,-0.00540868
GTEX-145MN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0494571,-0.00962978
GTEX-145MO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117542,-0.0078903
GTEX-146FH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.802267760852988,concordant,-0.011107,-0.00665645
GTEX-146FQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011607,-0.00629556
GTEX-146FR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119763,-0.007887
GTEX-14753,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119566,-0.00687242
GTEX-1477Z,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121785,-0.00779777
GTEX-147F3,GTEx,white,HANCESTRO:0005,,,Unknown,AMR,1.0,discordant,-0.00675153,0.0143492
GTEX-147F4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00884022,-0.00421181
GTEX-147GR,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.5995897853042985,discordant,-0.0115861,-0.00780862
GTEX-147JS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114365,-0.00763333
GTEX-148VI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118855,-0.00862312
GTEX-148VJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118708,-0.00733694
GTEX-1497J,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.04794,-0.00892785
GTEX-14A5H,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011907,-0.00811513
GTEX-14A5I,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117732,-0.00751209
GTEX-14A6H,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118904,-0.00846474
GTEX-14ABY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117373,-0.00752411
GTEX-14AS3,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.00365161,0.0529827
GTEX-14ASI,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.048185,-0.00835118
GTEX-14B4R,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114816,-0.00800759
GTEX-14BIL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0104752,-0.00708966
GTEX-14BIM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122113,-0.00841496
GTEX-14BIN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0108043,-0.00669754
GTEX-14BMU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115828,-0.00770435
GTEX-14BMV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121261,-0.00819573
GTEX-14C38,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122303,-0.00908304
GTEX-14C39,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119623,-0.00849929
GTEX-14C5O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117394,-0.00727453
GTEX-14DAQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118378,-0.006553
GTEX-14DAR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120598,-0.00684726
GTEX-14E1K,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0411958,-0.00902568
GTEX-14E6C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011821,-0.00774799
GTEX-14E6D,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117292,-0.00914721
GTEX-14E6E,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122794,-0.00737224
GTEX-14E7W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118833,-0.00799025
GTEX-14H4A,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121813,-0.00786695
GTEX-14ICK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122373,-0.00656707
GTEX-14ICL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120443,-0.00806046
GTEX-14JFF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00877806,-0.00526126
GTEX-14JG1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122775,-0.00777413
GTEX-14JG6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115324,-0.00750294
GTEX-14JIY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121159,-0.00793988
GTEX-14LLW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114276,-0.00612793
GTEX-14LZ3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00904633,-0.00499349
GTEX-14PHW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118878,-0.0066322
GTEX-14PHX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118804,-0.0077501
GTEX-14PHY,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0369869,-0.00804879
GTEX-14PII,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117506,-0.00718504
GTEX-14PJ2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113884,-0.00752599
GTEX-14PJ3,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,-0.00504228,0.0130238
GTEX-14PJ4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114068,-0.00842523
GTEX-14PJ5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118348,-0.0084809
GTEX-14PJ6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121856,-0.00821478
GTEX-14PJM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119122,-0.00624369
GTEX-14PJN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121024,-0.0075032
GTEX-14PJO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118445,-0.00643124
GTEX-14PJP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0109249,-0.00763878
GTEX-14PK6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120515,-0.00806711
GTEX-14PKU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122358,-0.00856047
GTEX-14PKV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012119,-0.00805523
GTEX-14PN3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121132,-0.00777169
GTEX-14PN4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120308,-0.00786174
GTEX-14PQA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117927,-0.00831878
GTEX-14XAO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119441,-0.00797684
GTEX-15CHC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119312,-0.00779955
GTEX-15CHQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116572,-0.00696717
GTEX-15CHR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0106796,-0.0064168
GTEX-15D1Q,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120172,-0.0068676
GTEX-15D79,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112263,-0.00708855
GTEX-15DCD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011918,-0.00804203
GTEX-15DCE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112698,-0.00750574
GTEX-15DDE,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0486823,-0.00828935
GTEX-15DYW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120335,-0.00722186
GTEX-15DZA,GTEx,hispanic or latino,HANCESTRO:0028,,,EUR,AMR,1.0,concordant,-0.00746617,-0.00148018
GTEX-15EO6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120516,-0.0075651
GTEX-15EOM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0110912,-0.00805625
GTEX-15ER7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119716,-0.0075302
GTEX-15ETS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115286,-0.00738414
GTEX-15EU6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0106603,-0.00678151
GTEX-15F5U,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117086,-0.00820909
GTEX-15FZZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119245,-0.00819892
GTEX-15G19,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119109,-0.00750981
GTEX-15G1A,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116506,-0.00789639
GTEX-15RIE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121254,-0.00826289
GTEX-15RIF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117207,-0.00668198
GTEX-15RIG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115869,-0.00794621
GTEX-15RJ7,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0453407,-0.00873096
GTEX-15RJE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119479,-0.00815032
GTEX-15SB6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120812,-0.00754376
GTEX-15SDE,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0396567,-0.00860908
GTEX-15SHU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00847461,-0.00740722
GTEX-15SHV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118485,-0.00745438
GTEX-15SHW,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0515888,-0.00890617
GTEX-15SKB,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122017,-0.00733097
GTEX-15SZO,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,-0.00376028,0.0302259
GTEX-15UF6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120204,-0.00864487
GTEX-15UF7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115606,-0.00791334
GTEX-15UKP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121213,-0.00838593
GTEX-169BO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122499,-0.00721505
GTEX-16A39,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113568,-0.00761398
GTEX-16AAH,GTEx,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,concordant,-0.00492479,0.0256347
GTEX-16BQI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121064,-0.00706519
GTEX-16GPK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119237,-0.00641821
GTEX-16MT8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117733,-0.00697572
GTEX-16MT9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113336,-0.00775357
GTEX-16MTA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119068,-0.00772065
GTEX-16NFA,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0387045,-0.00816173
GTEX-16NGA,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0370347,-0.00819651
GTEX-16NPV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118128,-0.00669917
GTEX-16NPX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117734,-0.00661091
